	0
GO:0004165	GO:0008461
GO:0004166	GO:0004101
GO:0004167	GO:0048059
GO:0004175	GO:0016809
GO:0004176	GO:0004280
GO:0004300	GO:0016510
GO:0004315	GO:0033817
GO:0004328	GO:0034566
GO:0004331	GO:0004330
GO:0004344	GO:0008708
GO:0004350	GO:0001513
GO:0004376	GO:0004580
GO:0004379	GO:0019106
GO:0004386	GO:0008026
GO:0004402	GO:0046971
GO:0004420	GO:0042282
GO:0004438	GO:0016315
GO:0004439	GO:0001668
GO:0004467	GO:0003996
GO:0004471	GO:0016619
GO:0004479	GO:0070128
GO:0004489	GO:0008702
GO:0004499	GO:0047076
GO:0004523	GO:0004524
GO:0004527	GO:0008857
GO:0004536	GO:0004537
GO:0004553	GO:0016800
GO:0004556	GO:0103025
GO:0004558	GO:0016982
GO:0004601	GO:0016693
GO:0004602	GO:0016224
GO:0004615	GO:0008971
GO:0004622	GO:0045126
GO:0004623	GO:0102568
GO:0004629	GO:0042298
GO:0004648	GO:0004646
GO:0004660	GO:0018223
GO:0004661	GO:0018224
GO:0004671	GO:0018225
GO:0004672	GO:0050222
GO:0004673	GO:0008896
GO:0004674	GO:0106311
GO:0004683	GO:0004688
GO:0004689	GO:0008606
GO:0004691	GO:0008602
GO:0004693	GO:0016537
GO:0004697	GO:0004701
GO:0004703	GO:0004678
GO:0004707	GO:0016909
GO:0004709	GO:0004710
GO:0004713	GO:0004718
GO:0004720	GO:0018056
GO:0004722	GO:0106307
GO:0004723	GO:0008596
GO:0004741	GO:0019906
GO:0004742	GO:0030523
GO:0004748	GO:0016961
GO:0004760	GO:0004763
GO:0004767	GO:0030231
GO:0004768	GO:0043735
GO:0004772	GO:0017066
GO:0004777	GO:0008952
GO:0004784	GO:0016954
GO:0004796	GO:0008400
GO:0004803	GO:0004804
GO:0004808	GO:0016425
GO:0004810	GO:0016437
GO:0004812	GO:0017100
GO:0004833	GO:0004426
GO:0004842	GO:0004841
GO:0004843	GO:0036459
GO:0004857	GO:0048551
GO:0004864	GO:1990681
GO:0004869	GO:0004870
GO:0004875	GO:0004942
GO:0004876	GO:0004943
GO:0004878	GO:0004944
GO:0004879	GO:0038052
GO:0004888	GO:0099600
GO:0004896	GO:0004907
GO:0004901	GO:0030525
GO:0004902	GO:0030524
GO:0004909	GO:0019967
GO:0004910	GO:0019968
GO:0004923	GO:0004899
GO:0004930	GO:0016526
GO:0004962	GO:0001600
GO:0004964	GO:0004976
GO:0004993	GO:0016609
GO:0005000	GO:0016931
GO:0005006	GO:0005023
GO:0005021	GO:0036330
GO:0005031	GO:0005033
GO:0005041	GO:0008032
GO:0005048	GO:0008249
GO:0005049	GO:0008262
GO:0005068	GO:0005069
GO:0005080	GO:0097024
GO:0005085	GO:0030676
GO:0005096	GO:0046582
GO:0005104	GO:0005162
GO:0005109	GO:0005110
GO:0005154	GO:0008185
GO:0005159	GO:0005067
GO:0005215	GO:0005478
GO:0005220	GO:0008095
GO:0005243	GO:0015286
GO:0005245	GO:0015270
GO:0005260	GO:0005224
GO:0005261	GO:0015338
GO:0005274	GO:0015206
GO:0005275	GO:0005279
GO:0005283	GO:0005285
GO:0005295	GO:0005282
GO:0005302	GO:0015508
GO:0005310	GO:0015365
GO:0005315	GO:0005317
GO:0005324	GO:0008562
GO:0005330	GO:0005329
GO:0005334	GO:0005333
GO:0005335	GO:0015222
GO:0005338	GO:0005339
GO:0005340	GO:0005341
GO:0005344	GO:0015033
GO:0005347	GO:0005348
GO:0005351	GO:0015542
GO:0005353	GO:0019192
GO:0005355	GO:0015579
GO:0005356	GO:0005361
GO:0005363	GO:0015581
GO:0005371	GO:0005370
GO:0005375	GO:0015088
GO:0005381	GO:0097689
GO:0005415	GO:0008522
GO:0005436	GO:0015321
GO:0005471	GO:0005349
GO:0005484	GO:0005486
GO:0005515	GO:0045308
GO:0005548	GO:0008497
GO:0008020	GO:0004975
GO:0008028	GO:0008505
GO:0008047	GO:0010577
GO:0008081	GO:0016792
GO:0008094	GO:0004011
GO:0008113	GO:0072561
GO:0008117	GO:0016001
GO:0008121	GO:0045154
GO:0008131	GO:0008122
GO:0008168	GO:0004480
GO:0008177	GO:0019737
GO:0008186	GO:0004010
GO:0008195	GO:0004606
GO:0008233	GO:0070011
GO:0008234	GO:0004220
GO:0008260	GO:0106424
GO:0008308	GO:0022844
GO:0008318	GO:0008244
GO:0008320	GO:0015463
GO:0008379	GO:0009031
GO:0008381	GO:0022833
GO:0008395	GO:0008394
GO:0008403	GO:0030344
GO:0008412	GO:0048044
GO:0008422	GO:0016983
GO:0008426	GO:0004863
GO:0008466	GO:0047210
GO:0008469	GO:0016276
GO:0008481	GO:0001728
GO:0008490	GO:0008491
GO:0008504	GO:0015201
GO:0008513	GO:0015354
GO:0008515	GO:0019188
GO:0008519	GO:0051739
GO:0008520	GO:0070890
GO:0008526	GO:0120018
GO:0008534	GO:0003907
GO:0008551	GO:0008561
GO:0008553	GO:0036442
GO:0008556	GO:0015618
GO:0008559	GO:0008560
GO:0008641	GO:0008642
GO:0008660	GO:0018806
GO:0008684	GO:0018821
GO:0008694	GO:0019167
GO:0008701	GO:0018804
GO:0008704	GO:0018843
GO:0008795	GO:0016965
GO:0008805	GO:0047767
GO:0008806	GO:0018735
GO:0008808	GO:0043788
GO:0008817	GO:0043784
GO:0008820	GO:0043753
GO:0008821	GO:0008844
GO:0008828	GO:0044714
GO:0008835	GO:0008485
GO:0008863	GO:0018476
GO:0008897	GO:0008958
GO:0008900	GO:0005390
GO:0008901	GO:0016951
GO:0008922	GO:0010300
GO:0008982	GO:0015456
GO:0009055	GO:0009054
GO:0009378	GO:1990163
GO:0009486	GO:0008827
GO:0009670	GO:0015122
GO:0009977	GO:0015557
GO:0009978	GO:0047987
GO:0009982	GO:0016439
GO:0010277	GO:0046407
GO:0010285	GO:0043742
GO:0010291	GO:0042411
GO:0010293	GO:0033725
GO:0010301	GO:0033710
GO:0010420	GO:1990886
GO:0015016	GO:0051910
GO:0015020	GO:0003981
GO:0015026	GO:0015028
GO:0015035	GO:0015037
GO:0015057	GO:0010655
GO:0015079	GO:0022817
GO:0015081	GO:0022816
GO:0015083	GO:0015084
GO:0015093	GO:0015639
GO:0015108	GO:0008555
GO:0015114	GO:1901677
GO:0015134	GO:0015163
GO:0015144	GO:1901476
GO:0015153	GO:0033297
GO:0015155	GO:0019189
GO:0015171	GO:0015359
GO:0015174	GO:0015326
GO:0015189	GO:0005293
GO:0015193	GO:0005296
GO:0015194	GO:1905361
GO:0015195	GO:0015512
GO:0015196	GO:0005299
GO:0015204	GO:0015287
GO:0015205	GO:0015392
GO:0015220	GO:0005306
GO:0015225	GO:1901603
GO:0015230	GO:0005472
GO:0015234	GO:0015403
GO:0015245	GO:0015246
GO:0015267	GO:0022838
GO:0015278	GO:0005218
GO:0015291	GO:0015570
GO:0015297	GO:0099516
GO:0015317	GO:0015320
GO:0015343	GO:0042927
GO:0015360	GO:0015357
GO:0015375	GO:0015656
GO:0015379	GO:0022820
GO:0015385	GO:0015502
GO:0015395	GO:0015397
GO:0015413	GO:0102016
GO:0015416	GO:0102017
GO:0015417	GO:0015595
GO:0015418	GO:0102908
GO:0015420	GO:0102023
GO:0015422	GO:0015609
GO:0015424	GO:0032520
GO:0015430	GO:0070812
GO:0015431	GO:0071997
GO:0015438	GO:0015162
GO:0015439	GO:0103115
GO:0015467	GO:0015273
GO:0015495	GO:0015329
GO:0015499	GO:0015659
GO:0015501	GO:0008027
GO:0015506	GO:0015536
GO:0015518	GO:0015523
GO:0015558	GO:0015569
GO:0015571	GO:0015590
GO:0015572	GO:0015580
GO:0015573	GO:0015582
GO:0015574	GO:0015584
GO:0015575	GO:0015586
GO:0015576	GO:0015587
GO:0015577	GO:0015588
GO:0015578	GO:0015589
GO:0015625	GO:0102026
GO:0015636	GO:0015635
GO:0015651	GO:0015202
GO:0015654	GO:0015118
GO:0015655	GO:0044670
GO:0015658	GO:1901240
GO:0015660	GO:0015509
GO:0015663	GO:0015664
GO:0016034	GO:0018841
GO:0016152	GO:0018692
GO:0016251	GO:0003703
GO:0016262	GO:0016253
GO:0016290	GO:0016293
GO:0016297	GO:0010281
GO:0016300	GO:0016431
GO:0016303	GO:0004429
GO:0016308	GO:0045215
GO:0016316	GO:0004440
GO:0016423	GO:0016424
GO:0016501	GO:0004959
GO:0016538	GO:0003753
GO:0016668	GO:0016654
GO:0016691	GO:0016958
GO:0016697	GO:0016698
GO:0016699	GO:0019110
GO:0016706	GO:0010302
GO:0016712	GO:0050381
GO:0016744	GO:0016745
GO:0016746	GO:0008415
GO:0016756	GO:0042143
GO:0016757	GO:0016932
GO:0016762	GO:0080039
GO:0016765	GO:0016766
GO:0016785	GO:0016786
GO:0016791	GO:0016302
GO:0016805	GO:0102008
GO:0016832	GO:0016228
GO:0016847	GO:0034100
GO:0016868	GO:0016777
GO:0016884	GO:0016003
GO:0016887	GO:0042623
GO:0016895	GO:0008858
GO:0016907	GO:0004981
GO:0016922	GO:0035258
GO:0016929	GO:0070140
GO:0016934	GO:0004891
GO:0016966	GO:0016968
GO:0016979	GO:0102315
GO:0016987	GO:0001053
GO:0016992	GO:0017140
GO:0017018	GO:0017019
GO:0017056	GO:0005487
GO:0017064	GO:0103073
GO:0017067	GO:0008128
GO:0017069	GO:0000945
GO:0017077	GO:0015302
GO:0017096	GO:0017097
GO:0017103	GO:0003982
GO:0017105	GO:0050601
GO:0017116	GO:0043142
GO:0017125	GO:0019986
GO:0017134	GO:0048607
GO:0018271	GO:0000106
GO:0018524	GO:0018797
GO:0018627	GO:0018605
GO:0018685	GO:0008393
GO:0018771	GO:0008680
GO:0018835	GO:0009456
GO:0019104	GO:0008578
GO:0019139	GO:0046420
GO:0019164	GO:0018696
GO:0019191	GO:0019190
GO:0019194	GO:0019193
GO:0019196	GO:0019195
GO:0019763	GO:0016489
GO:0019781	GO:0019944
GO:0019783	GO:1904455
GO:0019787	GO:0008640
GO:0019788	GO:0042295
GO:0019789	GO:0019949
GO:0019843	GO:0000944
GO:0019871	GO:0019868
GO:0019888	GO:0030362
GO:0019905	GO:0051535
GO:0019912	GO:0019913
GO:0019948	GO:0017115
GO:0019955	GO:0019965
GO:0022803	GO:0022814
GO:0022848	GO:0016904
GO:0022850	GO:0005232
GO:0022857	GO:0022892
GO:0022890	GO:0072510
GO:0022893	GO:0015510
GO:0030234	GO:0010576
GO:0030246	GO:0005529
GO:0030247	GO:0002506
GO:0030268	GO:0018536
GO:0030269	GO:0018709
GO:0030270	GO:0018714
GO:0030272	GO:0019006
GO:0030374	GO:0038049
GO:0030409	GO:0030407
GO:0030695	GO:0005083
GO:0030697	GO:0009021
GO:0030752	GO:0030764
GO:0030753	GO:0030765
GO:0030795	GO:0102078
GO:0030983	GO:0032134
GO:0031005	GO:0031008
GO:0031267	GO:0048365
GO:0031531	GO:0031888
GO:0031679	GO:0030024
GO:0031704	GO:0042569
GO:0031780	GO:0071856
GO:0031789	GO:0031794
GO:0032190	GO:0032192
GO:0032574	GO:0032575
GO:0032778	GO:0015632
GO:0032934	GO:0005498
GO:0033154	GO:0033155
GO:0033225	GO:0033224
GO:0033230	GO:0032519
GO:0033232	GO:1901243
GO:0033286	GO:0051471
GO:0033288	GO:0033287
GO:0033677	GO:0033680
GO:0033678	GO:0033682
GO:0033679	GO:0033681
GO:0033735	GO:0106352
GO:0033743	GO:0000318
GO:0033744	GO:0000317
GO:0033770	GO:0102668
GO:0033799	GO:0102437
GO:0033819	GO:0102555
GO:0033857	GO:0102092
GO:0033877	GO:0018728
GO:0033981	GO:0030928
GO:0034017	GO:0043832
GO:0034246	GO:0001144
GO:0034458	GO:0034459
GO:0034711	GO:0048187
GO:0034713	GO:0005120
GO:0035175	GO:0044021
GO:0035516	GO:0103053
GO:0035673	GO:0015198
GO:0035925	GO:0017091
GO:0036121	GO:0033676
GO:0036140	GO:0102113
GO:0036209	GO:0102609
GO:0036222	GO:0103024
GO:0036424	GO:0004647
GO:0038023	GO:0019041
GO:0038187	GO:0008329
GO:0042043	GO:0019963
GO:0042242	GO:0043775
GO:0042605	GO:0042607
GO:0042626	GO:0043492
GO:0042805	GO:0051406
GO:0042910	GO:0090484
GO:0043022	GO:0030376
GO:0043121	GO:0048405
GO:0043138	GO:0043140
GO:0043139	GO:0043141
GO:0043236	GO:0043239
GO:0043273	GO:0061748
GO:0043333	GO:0102005
GO:0043365	GO:0008862
GO:0043404	GO:0031636
GO:0043426	GO:0051579
GO:0043682	GO:0004008
GO:0043723	GO:0017173
GO:0043726	GO:0019173
GO:0043741	GO:0043869
GO:0043744	GO:0043868
GO:0043754	GO:0004147
GO:0043755	GO:0019175
GO:0043758	GO:0043762
GO:0043768	GO:0019138
GO:0043865	GO:1990240
GO:0043872	GO:0015497
GO:0044547	GO:0017033
GO:0044548	GO:0048155
GO:0044549	GO:0043106
GO:0044604	GO:0071992
GO:0044877	GO:0032403
GO:0045030	GO:0015065
GO:0046353	GO:0016991
GO:0046408	GO:0043787
GO:0046570	GO:0043809
GO:0046715	GO:0080138
GO:0046863	GO:0018236
GO:0047035	GO:0050327
GO:0047046	GO:0047984
GO:0047068	GO:0016947
GO:0047070	GO:0008669
GO:0047091	GO:0008739
GO:0047120	GO:0018514
GO:0047130	GO:0010010
GO:0047152	GO:1990087
GO:0047155	GO:0045447
GO:0047184	GO:0000507
GO:0047196	GO:0103095
GO:0047262	GO:0050375
GO:0047273	GO:0047226
GO:0047276	GO:0003946
GO:0047305	GO:0047314
GO:0047339	GO:0047340
GO:0047381	GO:0016294
GO:0047444	GO:0019007
GO:0047450	GO:0080063
GO:0047455	GO:0047523
GO:0047466	GO:0018840
GO:0047472	GO:0018842
GO:0047555	GO:0004116
GO:0047556	GO:0034913
GO:0047606	GO:0046991
GO:0047617	GO:0016292
GO:0047668	GO:0080080
GO:0047735	GO:0047737
GO:0047747	GO:0047477
GO:0047787	GO:0047752
GO:0047930	GO:0050443
GO:0047952	GO:0106257
GO:0048001	GO:0033724
GO:0048018	GO:0071884
GO:0048502	GO:0015619
GO:0050024	GO:0033733
GO:0050079	GO:0047607
GO:0050145	GO:0019201
GO:0050150	GO:0018790
GO:0050184	GO:0102871
GO:0050206	GO:0016770
GO:0050262	GO:0000816
GO:0050333	GO:0048253
GO:0050421	GO:0016666
GO:0050474	GO:0050475
GO:0050488	GO:0050489
GO:0050515	GO:0008698
GO:0050518	GO:0008699
GO:0050524	GO:0018552
GO:0050563	GO:0106287
GO:0050567	GO:0017068
GO:0050587	GO:0030065
GO:0050589	GO:0045432
GO:0050599	GO:0045441
GO:0050611	GO:0018691
GO:0050613	GO:0000251
GO:0050625	GO:0018540
GO:0050632	GO:0004770
GO:0050640	GO:0045440
GO:0051287	GO:0051288
GO:0051373	GO:0051376
GO:0051393	GO:0051372
GO:0051424	GO:0017047
GO:0051429	GO:0031742
GO:0051430	GO:0031743
GO:0051431	GO:0031744
GO:0051525	GO:0051530
GO:0051724	GO:1901368
GO:0051750	GO:0008416
GO:0052381	GO:0004811
GO:0052621	GO:0043789
GO:0052662	GO:0052663
GO:0052668	GO:0052669
GO:0052689	GO:0016789
GO:0052720	GO:0140079
GO:0052843	GO:0101011
GO:0052846	GO:0101012
GO:0052917	GO:0052824
GO:0052923	GO:0050347
GO:0052927	GO:0052928
GO:0052933	GO:0052932
GO:0052934	GO:0052936
GO:0060072	GO:0022895
GO:0060090	GO:0032947
GO:0061459	GO:0102022
GO:0061507	GO:0098546
GO:0061513	GO:0008524
GO:0061575	GO:0016535
GO:0061629	GO:0001103
GO:0061630	GO:1904822
GO:0061677	GO:0043725
GO:0061995	GO:0061994
GO:0062101	GO:0004597
GO:0062205	GO:0102353
GO:0070840	GO:0045502
GO:0071916	GO:0042936
GO:0072542	GO:0072543
GO:0080047	GO:0010475
GO:0080048	GO:0010474
GO:0090482	GO:0051183
GO:0090729	GO:0050827
GO:0099621	GO:0103019
GO:0101005	GO:1904265
GO:0101006	GO:0008969
GO:0102025	GO:0032146
GO:0102059	GO:0102192
GO:0102194	GO:0030387
GO:0102205	GO:0051505
GO:0102223	GO:0102962
GO:0102431	GO:0102430
GO:0103012	GO:0030385
GO:0103118	GO:0043764
GO:0106006	GO:0140362
GO:0106157	GO:0140554
GO:0106223	GO:0102260
GO:0106260	GO:0140564
GO:0106274	GO:0106275
GO:0120017	GO:0035620
GO:0120020	GO:0017127
GO:0120022	GO:0120024
GO:0140142	GO:0090631
GO:0140297	GO:0070491
GO:0140312	GO:0098748
GO:0140319	GO:0005040
GO:0140326	GO:0008557
GO:0140338	GO:0010175
GO:0140658	GO:0070615
GO:0140666	GO:0097617
GO:0140674	GO:0140675
GO:0140911	GO:0034292
GO:1901238	GO:1901237
GO:1901239	GO:1901549
GO:1901474	GO:0045118
GO:1901478	GO:0015241
GO:1902301	GO:0042877
GO:1903231	GO:0150100
GO:1904047	GO:0070283
GO:1904680	GO:0015637
GO:1990003	GO:0090450
GO:1990088	GO:0043851
GO:1990300	GO:1990301
GO:1990757	GO:0061636
GO:1990948	GO:0090645
